Wall time,Step,Value
1648908770.5168087,1,0.8896781206130981
1648908821.478753,2,0.9178472757339478
1648908872.888748,3,0.9256327748298645
1648908923.3304482,4,0.9274479150772095
1648908973.6566744,5,0.9379667639732361
1648909024.6880257,6,0.9411163330078125
1648909073.9516764,7,0.9423835277557373
1648909123.90639,8,0.9463497996330261
1648909173.8566804,9,0.9463497996330261
1648909223.3378544,10,0.9463497996330261
1648909272.445728,11,0.9494393467903137
1648909322.5838068,12,0.9494393467903137
1648909371.9097264,13,0.9494393467903137
1648909420.488977,14,0.9494393467903137
1648909470.0486453,15,0.9494393467903137
1648909518.9766035,16,0.9494393467903137
1648909569.049929,17,0.9494393467903137
1648909618.8552191,18,0.9494393467903137
1648909667.624062,19,0.9539623856544495
1648909717.4309113,20,0.9539623856544495
1648909767.1870852,21,0.9539623856544495
1648909815.3933122,22,0.9539623856544495
1648909865.953077,23,0.9539623856544495
1648909915.2683318,24,0.9539623856544495
1648909963.5118701,25,0.9539623856544495
1648910013.2075632,26,0.9539623856544495
1648910062.077525,27,0.9539623856544495
1648910111.8028324,28,0.9539623856544495
1648910162.0793674,29,0.9539623856544495
1648910211.0181797,30,0.9539623856544495
1648910260.849022,31,0.9539623856544495
1648910310.7851148,32,0.9539623856544495
1648910359.7313397,33,0.9539623856544495
1648910408.0248215,34,0.9539623856544495
1648910457.4658074,35,0.9539623856544495
1648910507.6411507,36,0.9539623856544495
1648910556.812012,37,0.9539623856544495
1648910606.4382098,38,0.9539623856544495
1648910655.989585,39,0.9539623856544495
1648910706.1283472,40,0.9539623856544495
1648910756.334411,41,0.9539623856544495
1648910806.204597,42,0.9539623856544495
1648910855.828953,43,0.9539623856544495
1648910906.416877,44,0.9539623856544495
1648910955.543836,45,0.9539623856544495
1648911004.2761805,46,0.9539623856544495
1648911054.2424266,47,0.9539623856544495
1648911103.2923274,48,0.9539623856544495
1648911151.3173683,49,0.9539623856544495
1648911201.9322634,50,0.9539623856544495
1648911250.8934188,51,0.9539623856544495
1648911300.1854584,52,0.9539623856544495
1648911350.3205352,53,0.9539623856544495
1648911399.88621,54,0.9539623856544495
1648911449.06019,55,0.9539623856544495
1648911498.5131412,56,0.9539623856544495
1648911548.1822374,57,0.9539623856544495
1648911597.496656,58,0.9539623856544495
1648911646.6110618,59,0.9539623856544495
1648911696.1355295,60,0.9539623856544495
1648911745.307424,61,0.9539623856544495
1648911794.7924457,62,0.9539623856544495
1648911844.3974478,63,0.9539623856544495
1648911893.8443236,64,0.9539623856544495
1648911943.4142196,65,0.9539623856544495
1648911993.1687303,66,0.9539623856544495
1648912041.7721372,67,0.9539623856544495
1648912091.5879374,68,0.9539623856544495
1648912140.8117912,69,0.9539623856544495
1648912190.3076513,70,0.9539623856544495
1648912241.7202086,71,0.9539623856544495
1648912291.3654077,72,0.9539623856544495
1648912339.8493526,73,0.9539623856544495
1648912389.7916791,74,0.9539623856544495
1648912438.7052116,75,0.9539623856544495
1648912487.8577213,76,0.9539623856544495
1648912537.294887,77,0.9539623856544495
1648912586.619307,78,0.9539623856544495
1648912635.8388193,79,0.9539623856544495
1648912685.016404,80,0.9539623856544495
1648912734.5616448,81,0.9539623856544495
1648912784.6224556,82,0.9539623856544495
1648912833.6012275,83,0.9539623856544495
1648912883.245733,84,0.9539623856544495
1648912932.0751123,85,0.9539623856544495
1648912980.922119,86,0.9539623856544495
1648913031.6495352,87,0.9539623856544495
1648913081.4398239,88,0.9539623856544495
1648913130.0424056,89,0.9539623856544495
1648913179.5044763,90,0.9539623856544495
1648913228.9452124,91,0.9539623856544495
1648913278.480165,92,0.9539623856544495
1648913329.0132616,93,0.9539623856544495
1648913378.0822136,94,0.9539623856544495
1648913427.4996552,95,0.9539623856544495
1648913477.593818,96,0.9539623856544495
1648913527.059611,97,0.9539623856544495
1648913577.2647967,98,0.9539623856544495
1648913626.783981,99,0.9539623856544495
1648913675.344093,100,0.9539623856544495
1648913724.595954,101,0.9539623856544495
1648913773.0821664,102,0.9539623856544495
1648913822.4204257,103,0.9539623856544495
1648913872.9742439,104,0.9539623856544495
1648913921.8385694,105,0.9539623856544495
1648913971.0913765,106,0.9539623856544495
1648914020.3302526,107,0.9539623856544495
1648914070.0192502,108,0.9539623856544495
1648914120.5963383,109,0.9539623856544495
1648914169.6656926,110,0.9539623856544495
1648914218.7318895,111,0.9539623856544495
1648914267.100856,112,0.9539623856544495
1648914316.080728,113,0.9539623856544495
1648914364.9693983,114,0.9539623856544495
1648914415.5483947,115,0.9539623856544495
1648914464.864127,116,0.9539623856544495
1648914513.8836713,117,0.9539623856544495
1648914563.4024816,118,0.9539623856544495
1648914612.5840023,119,0.9539623856544495
1648914661.825084,120,0.9539623856544495
1648914712.05563,121,0.9539623856544495
1648914761.4443939,122,0.9539623856544495
1648914810.6164095,123,0.9539623856544495
1648914860.0748823,124,0.9539623856544495
1648914910.3453364,125,0.9539623856544495
1648914960.2412703,126,0.9539623856544495
1648915010.0192316,127,0.9539623856544495
1648915059.5398688,128,0.9539623856544495
