Wall time,Step,Value
1639053287.1704755,1,0.8706064224243164
1639053307.4511232,2,0.9041772484779358
1639053325.4011323,3,0.9080953598022461
1639053344.935434,4,0.9133830666542053
1639053363.21498,5,0.9209975004196167
1639053380.9514468,6,0.9261600375175476
1639053398.8581808,7,0.926697313785553
1639053416.8381064,8,0.9321439266204834
1639053433.5679471,9,0.9321439266204834
1639053451.1495185,10,0.9321439266204834
1639053467.9899998,11,0.9321439266204834
1639053485.725803,12,0.9321439266204834
1639053503.3051262,13,0.9321439266204834
1639053520.414138,14,0.9321439266204834
1639053538.0267107,15,0.9321439266204834
1639053556.0257862,16,0.9331517219543457
1639053572.8490794,17,0.9331517219543457
1639053590.4306304,18,0.9331517219543457
1639053608.2077482,19,0.9331517219543457
1639053626.4730759,20,0.9331517219543457
1639053644.220485,21,0.9331517219543457
1639053661.2265232,22,0.9331517219543457
1639053679.0596564,23,0.9331517219543457
1639053696.8506565,24,0.9331517219543457
1639053714.1402242,25,0.9331517219543457
1639053732.1420407,26,0.9331517219543457
1639053749.3454077,27,0.9331517219543457
1639053767.4209962,28,0.9331517219543457
1639053784.9395967,29,0.9331517219543457
1639053802.317136,30,0.9331517219543457
1639053821.3494225,31,0.9331517219543457
1639053840.2327135,32,0.9331517219543457
1639053857.4938169,33,0.9331517219543457
1639053875.3154228,34,0.9331517219543457
1639053892.0975487,35,0.9331517219543457
1639053909.728133,36,0.9331517219543457
1639053925.8644183,37,0.9331517219543457
1639053941.0940282,38,0.9331517219543457
1639053956.9005547,39,0.9331517219543457
1639053973.0129416,40,0.9331517219543457
1639053988.4479806,41,0.9331517219543457
1639054006.5034947,42,0.9331517219543457
1639054024.6565733,43,0.9331517219543457
1639054044.0232604,44,0.9331517219543457
1639054062.318108,45,0.9331517219543457
1639054078.991374,46,0.9331517219543457
1639054096.750955,47,0.9331517219543457
1639054114.7034926,48,0.9331517219543457
1639054131.7413583,49,0.9331517219543457
1639054150.0476217,50,0.9331517219543457
1639054167.2001429,51,0.9331517219543457
1639054185.4019313,52,0.9331517219543457
1639054203.5216231,53,0.9337504506111145
1639054220.9902205,54,0.9337504506111145
1639054239.3234332,55,0.9337504506111145
1639054258.0284557,56,0.9337504506111145
1639054275.369014,57,0.9337504506111145
1639054293.5731432,58,0.9337504506111145
1639054309.8252661,59,0.9337504506111145
1639054325.7898107,60,0.9337504506111145
1639054342.3403015,61,0.9337504506111145
1639054358.9503284,62,0.9337504506111145
1639054376.655745,63,0.9337504506111145
1639054394.1204956,64,0.9337504506111145
1639054411.2394662,65,0.9337504506111145
1639054428.899475,66,0.9337504506111145
1639054445.1573174,67,0.9337504506111145
1639054461.6644418,68,0.9337504506111145
1639054480.0240993,69,0.9337504506111145
1639054497.459407,70,0.9337504506111145
1639054516.1052763,71,0.9337504506111145
1639054534.412405,72,0.9343473315238953
1639054551.5028644,73,0.9343473315238953
1639054569.3618662,74,0.9343473315238953
1639054586.8348792,75,0.9343473315238953
1639054605.2786586,76,0.9343473315238953
1639054623.4699147,77,0.9343473315238953
1639054640.7437806,78,0.9343473315238953
1639054658.6173615,79,0.9343473315238953
1639054676.5538845,80,0.9343473315238953
1639054693.989734,81,0.9343473315238953
1639054712.3100176,82,0.9343473315238953
1639054729.9358175,83,0.9343473315238953
1639054748.0758166,84,0.9343473315238953
1639054766.12525,85,0.9343473315238953
1639054783.4293225,86,0.9343473315238953
1639054801.2053308,87,0.9343473315238953
1639054819.004305,88,0.9343473315238953
1639054836.3531435,89,0.9343473315238953
1639054854.5059779,90,0.9343473315238953
1639054871.8840077,91,0.9343473315238953
1639054889.7836044,92,0.9343473315238953
1639054907.6295128,93,0.9343473315238953
1639054924.9503112,94,0.9343473315238953
1639054944.1574795,95,0.9343473315238953
1639054962.5990696,96,0.9343473315238953
1639054980.813364,97,0.9343473315238953
1639054999.3144248,98,0.9343473315238953
1639055016.75604,99,0.9343473315238953
1639055034.8857927,100,0.9343473315238953
1639055052.9489093,101,0.9343473315238953
1639055070.330476,102,0.9343473315238953
1639055088.3719132,103,0.9343473315238953
1639055106.063728,104,0.9343473315238953
1639055122.9517152,105,0.9343473315238953
1639055140.6304653,106,0.9343473315238953
1639055157.8646355,107,0.9343473315238953
1639055174.3233602,108,0.9344895482063293
1639055191.4806626,109,0.9344895482063293
1639055208.2265594,110,0.9344895482063293
1639055226.37014,111,0.9344895482063293
1639055243.460787,112,0.9344895482063293
1639055260.2498915,113,0.9344895482063293
1639055277.8435643,114,0.9344895482063293
1639055294.8459766,115,0.9344895482063293
1639055312.5018718,116,0.9346304535865784
1639055330.1508877,117,0.9346304535865784
1639055347.1943521,118,0.9346304535865784
1639055365.32115,119,0.9346304535865784
1639055383.5035346,120,0.9346304535865784
1639055400.891489,121,0.9346304535865784
1639055419.216172,122,0.9346304535865784
1639055436.9291422,123,0.9357948303222656
1639055455.008689,124,0.9357948303222656
1639055473.5401895,125,0.9357948303222656
1639055490.9910846,126,0.9357948303222656
1639055509.1414137,127,0.9357948303222656
1639055526.9421065,128,0.9357948303222656
